,SM300-Efficiency_filenames,SM300-Efficiency_importance,SM300-Efficiency_original_index,SM300-Rate_filenames,SM300-Rate_importance,SM300-Rate_original_index,SM300-Lag_filenames,SM300-Lag_importance,SM300-Lag_original_index,SM300-AUC_filenames,SM300-AUC_importance,SM300-AUC_original_index,SM60-Efficiency_filenames,SM60-Efficiency_importance,SM60-Efficiency_original_index,SM60-Rate_filenames,SM60-Rate_importance,SM60-Rate_original_index,SM60-Lag_filenames,SM60-Lag_importance,SM60-Lag_original_index,SM60-AUC_filenames,SM60-AUC_importance,SM60-AUC_original_index,Ratio-Efficiency_filenames,Ratio-Efficiency_importance,Ratio-Efficiency_original_index,Ratio-Rate_filenames,Ratio-Rate_importance,Ratio-Rate_original_index,Ratio-Lag_filenames,Ratio-Lag_importance,Ratio-Lag_original_index,Ratio-AUC_filenames,Ratio-AUC_importance,Ratio-AUC_original_index
36,YIR006C,0.0025387320916422,377,YJL159W,0.0001225276063384,119,YGL183C,0.0430944677933599,69,YKL028W,0.064441900680625,1402,YCL043C,0.0019294398199719,1538,YCR097W,9.521497510316434e-05,45,YDR420W,0.0285461600458528,1268,YBL044W,0.050563646350261,70,YOL146W,0.0022333888571167,17,YMR303C,0.0022888061873219,66,YOR373W,0.0035972018378965,715,YCR108C,0.0036353207763865,56
37,YLR419W,0.0024889699138667,555,YDL188C,0.0001207560483338,233,YMR176W,0.0430944677933599,611,YCR088W,0.064341087854226,215,YCR108C,0.0018754782624979,56,YCR097W,9.490956483215664e-05,50,YKL054C,0.0282603003845139,1338,YOR153W,0.050548656020162,213,YOR053W,0.0022292502289607,267,YKR047W,0.002282839484019,39,YIL100W,0.0035773674616538,77,YCR021C,0.0036353207763865,206
38,YJR162C,0.0024729919997683,85,YKR045C,0.0001199843251652,339,YIL155C,0.0430944677933599,1124,YCR097W,0.0640731182782976,50,YCL073C,0.0018592744910447,177,YNL285W,9.45208290766643e-05,419,YDR145W,0.0281360351800513,558,YDR342C,0.0504546165103514,1423,YJL159W,0.0021872646704831,648,YNL018C,0.0022786234434601,617,YOR388C,0.0035753771190059,129,YML066C,0.0036353207763865,77
39,YFL021W,0.0024726361648621,99,YMR173W,0.0001128751547286,2330,YCR075C,0.0430944677933599,234,YOL156W,0.0640718151621952,829,YBL081W,0.0018501745731665,587,YNL285W,9.435950435124688e-05,214,YKL054C,0.0281270134565713,1104,YCL044C,0.0503491319280558,38,YJL159W,0.0021872646704831,645,YOL155C,0.0022724577806709,584,YOR153W,0.0035621814865377,399,YLL039C,0.0036353207763865,786
40,YKR047W,0.0024693008477958,37,YHL048W,0.0001118025096424,165,YOL096C,0.0430944677933599,441,YCR047C,0.063872210113113,355,YOL155C,0.0018479903690538,512,YJR087W,9.408804800649884e-05,30,YDR040C,0.0280541791241692,8,YDR544C,0.0499699330468748,97,YDL243C,0.0021790656411857,210,YAR073W,0.0021921743954184,308,YBL017C,0.0035320636648083,159,YGL039W,0.0036353207763865,377
41,YIL115C,0.0024284851163801,1723,YMR173W,0.0001109027109118,2691,YGL051W,0.0430944677933599,43,YCL039W,0.0631257179701548,117,YDR278C,0.0018452283670855,17,YOR388C,9.349797854137503e-05,129,YBL084C,0.0280125656712052,893,YOR153W,0.0497032320057471,255,YNL337W,0.0021651237737431,3,YKL202W,0.0021867862530569,440,YNL209W,0.0035219883383078,498,YBL069W,0.0036353207763865,272
42,YBR150C,0.0024226066819786,1421,YJR151C,0.000108030624243,608,YCR108C,0.0430944677933599,56,YCR021C,0.062128039427333,206,YDL243C,0.0018255179110829,115,YCL044C,9.301397064391356e-05,38,YDR040C,0.0279704130015353,3,YDL079C,0.0493746721653917,446,YHR211W,0.0021645471882075,2774,YMR070W,0.0021786787274986,102,YGL179C,0.0035128619034805,109,YGL051W,0.0036353207763865,42
43,YDL243C,0.0024202762484936,116,YNL144C,0.0001065836467459,374,YNL017C,0.0430944677933599,95,YNR044W,0.0621082884644407,698,YCL044C,0.0018247055152937,38,YKR047W,9.248046714465172e-05,37,YAL005C,0.0279215988046879,587,YNL179C,0.0485210172511806,142,YJR023C,0.0021557925611388,76,YMR173W,0.0021784511486187,2811,YIL155C,0.0035082820868639,1064,YJL020C,0.0036353207763865,2817
44,YGL053W,0.0023875409435479,201,YHR211W,0.0001060543906951,136,YCR017C,0.043067354497958,1250,YOR309C,0.0619135580595958,253,YGL051W,0.0018153909249817,43,YJR115W,9.23819090764683e-05,77,YLR461W,0.0278987572432775,36,YOR153W,0.0484350397263203,399,YHR211W,0.0021177627435079,3615,YNL034W,0.0021753905412837,47,YIL155C,0.0035082820868639,1124,YDR188W,0.0036353207763865,462
45,YOR053W,0.002367426922363,208,YOR199W,0.0001025683469411,35,YLR311C,0.0430127503618569,163,YOR053W,0.0615878572743561,208,YGL051W,0.0018153909249817,42,YOR388C,9.21487016626204e-05,66,YBL084C,0.0275925178877936,998,YCL043C,0.0481726950533837,1538,YNL338W,0.0020962919532583,53,YNL017C,0.0021639955672429,88,YAL005C,0.0035003560442422,587,YGL183C,0.0036353207763865,69
46,YKL225W,0.0023559973240933,306,YAL005C,0.0001018024550806,212,YKL223W,0.0423717943518246,42,YLR255C,0.0615862057045761,182,YBL069W,0.0018153909249817,272,YDR544C,9.193897759643136e-05,308,YHL045W,0.0274011902386443,142,YNL018C,0.0480050784274485,322,YMR173W,0.0020684548706933,886,YNL337W,0.0021564360135147,3,YLL052C,0.0034984254310299,344,YCL027W,0.0036045276575215,405
47,YKL225W,0.0023062005972918,307,YAL004W,0.0001018024550806,84,YKL225W,0.0423325057197814,307,YGL053W,0.0614819354555375,189,YOR153W,0.0017790394751979,544,YDR343C,9.181428984399528e-05,39,YHR145C,0.0273651465811128,88,YCR097W,0.048002294842331,50,YPR042C,0.0020156987386882,3043,YCR089W,0.0021398776829973,2805,YMR173W,0.0034981942624753,3231,YDR150W,0.0036021273529304,2294
48,YOR054C,0.0022834249708943,1876,YDR420W,9.988365330152732e-05,1360,YCL057W,0.0423200334892122,805,YIL082W,0.0613129224033104,615,YCR021C,0.0017645576914016,206,YNR044W,9.168755619513292e-05,997,YIR019C,0.0273161719793415,4134,YCR097W,0.0478048594120862,45,YDR534C,0.0020020814137204,1416,YJL159W,0.0021395367077978,114,YKL202W,0.0034909638128984,256,YCR088W,0.0036000541935194,215
49,YOR153W,0.0022580428514869,213,YJL158C,9.651875905229845e-05,253,YCL027W,0.0422489361579249,405,YCL043C,0.0612936352886194,1533,YCR075C,0.0017453719788889,234,YGL008C,9.142217524965078e-05,360,YGL181W,0.0272562936958009,1089,YCR097W,0.0478048594120862,41,YMR164C,0.0019745904055843,911,YKL164C,0.0021289238897312,364,YKL202W,0.0034533247102877,257,YCL043C,0.0035855781765789,419
